SerialNo,Session_Summary,Cleaned_Summary,Lecture_Label,tsne-2d-one,tsne-2d-two,umap-2d-one,umap-2d-two,Lecture_Name
394,"pivot tables were introduced as a powerful tool for data summarization and analysis. they allow us to dynamically organize, filter, and aggregate data by different categories, making them especially useful for large datasets. we discussed their applications in quickly generating insights, such as identifying trends and patterns. we delved into principal component analysis (pca), focusing on how to derive principal components from original variables while ensuring they remain uncorrelated. finally, we emphasized the role of clear, concise, and insightful reporting in data analysis. a well-structured report should present findings effectively, highlighting key takeaways using visuals and narratives. this ensures that stakeholders can make data-driven decisions efficiently.","pivot tables were introduced as a powerful tool for data summarization and analysis. they allow us to dynamically organize, filter, and aggregate data by different categories, making them especially useful for large datasets. we discussed their applications in quickly generating insights, such as identifying trends and patterns. we delved into principal component analysis (pca), focusing on how to derive principal components from original variables while ensuring they remain uncorrelated. finally, we emphasized the role of clear, concise, and insightful reporting in data analysis. a well-structured report should present findings effectively, highlighting key takeaways using visuals and narratives. this ensures that stakeholders can make data-driven decisions efficiently.",6,-17.170057,25.827852,7.2715874,9.660882,"summarizing, summarize, summarization"
395,"we learnt as per the problem handed to us we should use different models, we extended our knowledge to polynomial regression this time. then we studied feature selection in two ways: forward and backward . the latter we did in last class by eliminating the variables according to p-values as they are not important. non parametric models like random forest, k-nn. got introduced to the world of neural networks and deep learning. after spending some time on regression for few weeks, we started classification problem. we dealt with function of sigmoid in the end.","we learnt as per the problem handed to us we should use different models, we extended our knowledge to polynomial regression this time. then we studied feature selection in two ways: forward and backward . the latter we did in last class by eliminating the variables according to p-values as they are not important. non parametric models like random forest, k-nn. got introduced to the world of neural networks and deep learning. after spending some time on regression for few weeks, we started classification problem. we dealt with function of sigmoid in the end.",0,-2.4579537,-4.2574167,9.001818,4.580668,"models, feature, features"
396,"we learnt about the confidence interval of beta 1. we also learnt that beta1 can also be 0 in the confidence interval range. but we generally don't consider it as a good value because if beta1=0, then it doesn't really make a regression. we discussed about the method which you created to find duplicate submissions in class summary submission. there was a correlation matrix which you used and 1-x represented the similarity between 2 submissions. then it was a discussion that from now onwards we will  shift from excel to python. then we learnt about feature engineering. finally we started multiple linear regression. we saw about the k dimensional hyper surface in the multiple gradient descent method. then we saw its prove and discussed about some solvers. later on we opened excel and then discussed that wether we should use linear regression or not. we saw about feature selection and dropping. we dropped x5 because it had largest p-value. we also saw that larger the f value, better is the  model.","we learnt about the confidence interval of beta 1. we also learnt that beta1 can also be 0 in the confidence interval range. but we generally don't consider it as a good value because if beta1=0, then it doesn't really make a regression. we discussed about the method which you created to find duplicate submissions in class summary submission. there was a correlation matrix which you used and 1-x represented the similarity between 2 submissions. then it was a discussion that from now onwards we will shift from excel to python. then we learnt about feature engineering. finally we started multiple linear regression. we saw about the k dimensional hyper surface in the multiple gradient descent method. then we saw its prove and discussed about some solvers. later on we opened excel and then discussed that wether we should use linear regression or not. we saw about feature selection and dropping. we dropped x5 because it had largest p-value. we also saw that larger the f value, better is the model.",2,16.694843,9.737737,12.358855,4.231754,"regression, regressions, features"
397,"some of the points we covered in today's class were :
for heatmaps we studied that dark lines in heatmap signifies that the given submission has no resemblance with other submissions.

steps in ds are 
understanding the problem 
exploratory data analysis which includes sources of data and format of data such as text,files, database etc.
visualization that includes visual and mathematical visualizations.

six steps that we run cyclically for data analysis are business understanding, data understanding, data preparation, modelling, evaluation, deployment 
and when we should stop this repetitive cycle is the acceptance criteria of model

eda is an approach used in data science and statistics to analyse and investigate the data sets.
we study whether the data is continuous or discrete, dependant or independent, columns of data etc.

before data processing it is assumed that dataset would be cleaned and all the kinks have been removed.
if the data is skewed you need to apply transformations to make it normally distributed.

we studied a dataset of diabetes and pm10 also in which we studied about feature distribution, types of missing data, inter feature relation, multivariate approaches, situation of heteroskedasticity and homoskedasticity etc.","some of the points we covered in today's class were : for heatmaps we studied that dark lines in heatmap signifies that the given submission has no resemblance with other submissions. steps in ds are understanding the problem exploratory data analysis which includes sources of data and format of data such as text,files, database etc. visualization that includes visual and mathematical visualizations. six steps that we run cyclically for data analysis are business understanding, data understanding, data preparation, modelling, evaluation, deployment and when we should stop this repetitive cycle is the acceptance criteria of model eda is an approach used in data science and statistics to analyse and investigate the data sets. we study whether the data is continuous or discrete, dependant or independent, columns of data etc. before data processing it is assumed that dataset would be cleaned and all the kinks have been removed. if the data is skewed you need to apply transformations to make it normally distributed. we studied a dataset of diabetes and pm10 also in which we studied about feature distribution, types of missing data, inter feature relation, multivariate approaches, situation of heteroskedasticity and homoskedasticity etc.",9,-15.726947,21.230968,8.424795,8.96505,"dataâ, analyse, analyses"
398,"in todayâ€™s class, we learnt about how we categorize coefficients of regression and what it means by statistically similar and statistically significant. then we learnt about confidence intervals in determining what values can be statistically significant. then we learnt about multiple linear regression. it simply means now we have more than one independent variable which would be impacting the independent variable. we then learnt that we could use standard libraries in python for this purpose. also, not all independent variables could be useful to us; some of them might not be useful for analysis. those independent variables will have a small dependency with the independent variable. hence, our model will remain the same even if we could remove that variable. this can be inferred from the p-values.","in today s class, we learnt about how we categorize coefficients of regression and what it means by statistically similar and statistically significant. then we learnt about confidence intervals in determining what values can be statistically significant. then we learnt about multiple linear regression. it simply means now we have more than one independent variable which would be impacting the independent variable. we then learnt that we could use standard libraries in python for this purpose. also, not all independent variables could be useful to us; some of them might not be useful for analysis. those independent variables will have a small dependency with the independent variable. hence, our model will remain the same even if we could remove that variable. this can be inferred from the p-values.",2,19.429365,3.877432,12.776188,4.8352103,"regression, regressions, features"
399,"in today's class we learnt some more things about variance inflation factor or vif. we latch on to the highest value and remove it and recalculate the vif. if we change vif threshold to like 5 then it will just be all those features with r square corresponding to five or less. if there is some important feature then we have to keep it irrespective of its vif. at last we can create classification model with left out variables.
then we learnt about pca or principal component analysis.principal components are necessarily perpendicular to each other. if we have 10pcs then we can decide like upto 2 or 3 are important .
eg - pc1 captures the best variance , pc2 : second best and so on....
now instead of y=f(x), we will have y= f(pc) ,  this is pc regression instead of normal regression , we can use pc for prediction but not for what if or explain the results.
purposes of pca analysis are dimension reduction, data reduction, prediction models and visualisation or understanding the structure of data using eda
pca is sensitive to data scale so we need to normalise the data beforehand.
then we learnt about t-sne or t-distributed stochastic neighbour encoding which helps to map multidimension data to 2 or 3 dimension","in today's class we learnt some more things about variance inflation factor or vif. we latch on to the highest value and remove it and recalculate the vif. if we change vif threshold to like 5 then it will just be all those features with r square corresponding to five or less. if there is some important feature then we have to keep it irrespective of its vif. at last we can create classification model with left out variables. then we learnt about pca or principal component analysis.principal components are necessarily perpendicular to each other. if we have 10pcs then we can decide like upto 2 or 3 are important . eg - pc1 captures the best variance , pc2 : second best and so on.... now instead of y=f(x), we will have y= f(pc) , this is pc regression instead of normal regression , we can use pc for prediction but not for what if or explain the results. purposes of pca analysis are dimension reduction, data reduction, prediction models and visualisation or understanding the structure of data using eda pca is sensitive to data scale so we need to normalise the data beforehand. then we learnt about t-sne or t-distributed stochastic neighbour encoding which helps to map multidimension data to 2 or 3 dimension",11,-20.281715,3.8173733,10.53553,13.506784,"pca, heatmap, heatmaps"
400,"learnt about population and sample.if not impossible then it will be very expensive to work with the data of entire population so we always study some parts of the population i.e. sample.our main objective is to estimate different parameters of the population based on the statistics that we obtained from our sample. there are various attributes associated to a data.for example if we have the data of marbles in the box then we can calculate frequency of particular colour balls,mean,median,mode,standard deviation,variance and also can perform certain operations like addition, subtraction,etc.we use different models like line,point depending on the data we have.point is considered a very naive model.
then took an example of simple linear regression(assuming only one predictor i.e. advertisement expenditure) to predict sales.for that the equation is y=b_0+b_1x where b_0 and b_1 of sample are point estimates of population parameters i e. we can claim with 0% confidence that b_0 and b_1 for population will be these values only.our aim is to find a confidence interval so that with good enough confidence we can claim that the values of b_0 and b_1 for the population will lie in that interval.the ""b_0"" term is called the 'bias' and it accounts for other factors that might affect sales so our natural intuition is that as we increase the number of predictor variables bias will decrease and if at all we can include all the predictor variables then bias will be zero.
lastly,we found out how to actually calculate this b_0 and b_1 of a given sample.we try to minimize the sum of the square of the errors where error is the distance between actual value and the value that we get from the line.one interesting thing that we got after the derivation was that mean of the predictor values and response values lie on the best fit line.","learnt about population and sample.if not impossible then it will be very expensive to work with the data of entire population so we always study some parts of the population i.e. sample.our main objective is to estimate different parameters of the population based on the statistics that we obtained from our sample. there are various attributes associated to a data.for example if we have the data of marbles in the box then we can calculate frequency of particular colour balls,mean,median,mode,standard deviation,variance and also can perform certain operations like addition, subtraction,etc.we use different models like line,point depending on the data we have.point is considered a very naive model. then took an example of simple linear regression(assuming only one predictor i.e. advertisement expenditure) to predict sales.for that the equation is y=b_0+b_1x where b_0 and b_1 of sample are point estimates of population parameters i e. we can claim with 0% confidence that b_0 and b_1 for population will be these values only.our aim is to find a confidence interval so that with good enough confidence we can claim that the values of b_0 and b_1 for the population will lie in that interval.the ""b_0"" term is called the 'bias' and it accounts for other factors that might affect sales so our natural intuition is that as we increase the number of predictor variables bias will decrease and if at all we can include all the predictor variables then bias will be zero. lastly,we found out how to actually calculate this b_0 and b_1 of a given sample.we try to minimize the sum of the square of the errors where error is the distance between actual value and the value that we get from the line.one interesting thing that we got after the derivation was that mean of the predictor values and response values lie on the best fit line.",1,35.175594,-6.6060877,16.432985,3.6796112,"population, models, estimating"
401,"in this session, we explored the variance inflation factor (vif) and principal component analysis (pca), focusing on their applications, differences, and use cases.

variance inflation factor (vif):

used to detect multicollinearity among features.
computed as 
vif=1/1-r^2, where r^2 is obtained by regressing a feature against all others.
a vif threshold of 10 (corresponding to r^2 = 0.9) is commonly used for feature elimination.
preserves real-world features, making it suitable for sensitivity analysis and interpretability in models.

principal component analysis (pca):

transforms features into new uncorrelated components (pcs) ranked by variance.
pc1 > pc2 > pc3 in terms of variance captured, with a decreasing trend in the explained variance graph.
common applications include dimensionality reduction, data visualization (e.g., pc1 vs. pc2 plots), and prediction modeling.
requires normalization to ensure fair variance contribution from all features.
unlike vif, pca does not retain original features, making sensitivity analysis difficult.

comparison:

vif works in feature space, removing redundant variables while keeping real-world interpretability.
pca creates mathematical features, making it more suitable for dimensionality reduction rather than feature selection.
vif is often preferred over pca when feature interpretability is essential.

additionally, the emnist dataset was mentioned as an example for handwritten digit classification using pca.

t-sne:  t-sne is a non-linear dimensionality reduction technique primarily used for visualizing high-dimensional data in a lower-dimensional space (typically 2d or 3d). 

how t-sne works:
measures similarity in high dimensions:
computes the probability that two points are neighbors in the original high-dimensional space using a gaussian distribution.
maps data to lower dimensions:
assigns similar points in a lower-dimensional space using a studentâ€™s t-distribution, ensuring that points that were close in high-dimensional space remain close.
optimizes for local structure:
unlike pca (which captures global variance), t-sne preserves local neighborhoods, making it great for cluster visualization.","in this session, we explored the variance inflation factor (vif) and principal component analysis (pca), focusing on their applications, differences, and use cases. variance inflation factor (vif): used to detect multicollinearity among features. computed as vif=1/1-r^2, where r^2 is obtained by regressing a feature against all others. a vif threshold of 10 (corresponding to r^2 = 0.9) is commonly used for feature elimination. preserves real-world features, making it suitable for sensitivity analysis and interpretability in models. principal component analysis (pca): transforms features into new uncorrelated components (pcs) ranked by variance. pc1 > pc2 > pc3 in terms of variance captured, with a decreasing trend in the explained variance graph. common applications include dimensionality reduction, data visualization (e.g., pc1 vs. pc2 plots), and prediction modeling. requires normalization to ensure fair variance contribution from all features. unlike vif, pca does not retain original features, making sensitivity analysis difficult. comparison: vif works in feature space, removing redundant variables while keeping real-world interpretability. pca creates mathematical features, making it more suitable for dimensionality reduction rather than feature selection. vif is often preferred over pca when feature interpretability is essential. additionally, the emnist dataset was mentioned as an example for handwritten digit classification using pca. t-sne: t-sne is a non-linear dimensionality reduction technique primarily used for visualizing high-dimensional data in a lower-dimensional space (typically 2d or 3d). how t-sne works: measures similarity in high dimensions: computes the probability that two points are neighbors in the original high-dimensional space using a gaussian distribution. maps data to lower dimensions: assigns similar points in a lower-dimensional space using a student s t-distribution, ensuring that points that were close in high-dimensional space remain close. optimizes for local structure: unlike pca (which captures global variance), t-sne preserves local neighborhoods, making it great for cluster visualization.",11,-15.778107,3.638666,10.281718,13.0869665,"pca, heatmap, heatmaps"
402,"after exploratory data analysis on our dataset, we split the data into two classes: 80% for training and 20% for testing. training data was used to create a linear regression model, and hence, we had two key sets of output metricsâ€”training results and testing results.

overfitting was discussed as a potential issue in model performance. this arises when the model performs well with the training data but poorly on the testing data, which gives an indication that the model learns specific patterns specific to the training data rather than generalizable trends.

we also discussed the idea of adjusted râ². while regular râ² increases with each additional predictor, adjusted râ² adjusts for the number of predictors in a model and provides a better measure of the fit of the model. this value gives us the amount of variance explained per degree of freedom, giving a more realistic view of model fit.

linear regression models: simple linear regression (slr) and multiple linear regression (mlr) were covered. these are parametric models that depend upon the use of p-values, coefficients like î²â‚ and other statistical measures in order to understand the relationships between the variables.

we then looked at how to determine if errors are normally distributed. a q-q plot, or quantile-quantile plot, is used for this purpose. if the error values fall along a straight line in the q-q plot, it suggests that the errors are normally distributed, which is an assumption of linear regression.

the session explained the basic setup of scikit-learn, or simply sklearn, the python library for building and evaluating ml models. in this session, we learned how to use this tool to successfully implement linear regression.

hypothesis testing: the session concluded with an introduction to hypothesis testing, including an overview of p-values. we touched on some common statistical tests, including the omnibus test, jarque-bera test, and durbin-watson test. these tests help assess the underlying assumptions and validity of the model, such as checking for autocorrelation, normality of residuals, and other model fit aspects.","after exploratory data analysis on our dataset, we split the data into two classes: 80% for training and 20% for testing. training data was used to create a linear regression model, and hence, we had two key sets of output metrics training results and testing results. overfitting was discussed as a potential issue in model performance. this arises when the model performs well with the training data but poorly on the testing data, which gives an indication that the model learns specific patterns specific to the training data rather than generalizable trends. we also discussed the idea of adjusted r . while regular r increases with each additional predictor, adjusted r adjusts for the number of predictors in a model and provides a better measure of the fit of the model. this value gives us the amount of variance explained per degree of freedom, giving a more realistic view of model fit. linear regression models: simple linear regression (slr) and multiple linear regression (mlr) were covered. these are parametric models that depend upon the use of p-values, coefficients like and other statistical measures in order to understand the relationships between the variables. we then looked at how to determine if errors are normally distributed. a q-q plot, or quantile-quantile plot, is used for this purpose. if the error values fall along a straight line in the q-q plot, it suggests that the errors are normally distributed, which is an assumption of linear regression. the session explained the basic setup of scikit-learn, or simply sklearn, the python library for building and evaluating ml models. in this session, we learned how to use this tool to successfully implement linear regression. hypothesis testing: the session concluded with an introduction to hypothesis testing, including an overview of p-values. we touched on some common statistical tests, including the omnibus test, jarque-bera test, and durbin-watson test. these tests help assess the underlying assumptions and validity of the model, such as checking for autocorrelation, normality of residuals, and other model fit aspects.",13,7.095363,0.75807285,10.515421,4.701695,"classification, classifying, classifications"
403,"in the class of 15th january, we studied about features and labels. we represent in the form of y = f(x): where y represent labels and x represent features. earlier these equations were found manually but now we have ml algorithms to do this work. how we classify learning based on the presence of labels: supervised learned (labels present) and unsupervised learning (no labels present). we also learned about the level of measurements with their examples. there are four level of measurements: nominal, ordinal, interval and ratio. the first two belong to the ml category of ""classification"" while the other two belong to the ml category of ""regression"". then we also understood the meaning of the word ""sample"". how it differs from population.","in the class of 15th january, we studied about features and labels. we represent in the form of y = f(x): where y represent labels and x represent features. earlier these equations were found manually but now we have ml algorithms to do this work. how we classify learning based on the presence of labels: supervised learned (labels present) and unsupervised learning (no labels present). we also learned about the level of measurements with their examples. there are four level of measurements: nominal, ordinal, interval and ratio. the first two belong to the ml category of ""classification"" while the other two belong to the ml category of ""regression"". then we also understood the meaning of the word ""sample"". how it differs from population.",4,-22.838732,-18.60714,1.6149691,0.24394327,"classification, classifying, classifications"
404,"got to know about unsupervised, supervised and semi-superwised learning algorithms. there are 4 types of measurements, they are: nominal(discrete), ordinal(discrete but has order associated with it), interval(continuous & have an arbitary zero) and ratio(continuous & have an absolute zero). difference between these measurements was also discussed. also, we came know about different types of machine learning used to tackle the data within these types of measurements. e.g., for nominal and ordinal, classification is used. for interval and ratio type of measurement data, regression is used. unsupervised learning algorithm is used when label is not defined priorly, it uses clustering methods like k-means and hierarchical clustering to analyse the data and then make meaningful outcome from it. sometime it is also possible that we don't know the label, from y=f(x) and thus we don't know the relation between y and x which essentially the function f which is unknown.  machine learning algorithm uses the large amount of data available (sample of the population) and try to draw relations between y and x (i.e, it tries to find function f). once the f is known, the algorithm or model is capable enough to predict a y(label) for a new given input x.","got to know about unsupervised, supervised and semi-superwised learning algorithms. there are 4 types of measurements, they are: nominal(discrete), ordinal(discrete but has order associated with it), interval(continuous & have an arbitary zero) and ratio(continuous & have an absolute zero). difference between these measurements was also discussed. also, we came know about different types of machine learning used to tackle the data within these types of measurements. e.g., for nominal and ordinal, classification is used. for interval and ratio type of measurement data, regression is used. unsupervised learning algorithm is used when label is not defined priorly, it uses clustering methods like k-means and hierarchical clustering to analyse the data and then make meaningful outcome from it. sometime it is also possible that we don't know the label, from y=f(x) and thus we don't know the relation between y and x which essentially the function f which is unknown. machine learning algorithm uses the large amount of data available (sample of the population) and try to draw relations between y and x (i.e, it tries to find function f). once the f is known, the algorithm or model is capable enough to predict a y(label) for a new given input x.",4,-24.103893,-14.385343,1.7452192,0.4659483,"classification, classifying, classifications"
405,"we started the session by differentiating between sample and our population (or the universal data), and defined our goal which is predicting the population and trends existing within from the sample set. we looked at the different results and operations which can be performed on the data, attributes and when they are called parameters (if based on population) and when statistics (based on sample). we also looked at the simple linear regression (slr) and biases which exist within the system. biases are unexplained terms which influence the predictions and account for the missing parameters, not accounted for due to some error. if we account for all parameters then the prediction curve (or straight line) should pass from the origin. we then looked at point predictions, the confidence intervals and how their size affects the confidence percentage. following this and from the scatter plot, we saw the different types of error terms which can be formed, like the use of sum of modulus or sum of squares, spheres of influence and which one is more suitable. further we tried to calculate the formulae for the different parameters, basically their closed forms, and how it is not always possible to calculate them, in multivariate case.","we started the session by differentiating between sample and our population (or the universal data), and defined our goal which is predicting the population and trends existing within from the sample set. we looked at the different results and operations which can be performed on the data, attributes and when they are called parameters (if based on population) and when statistics (based on sample). we also looked at the simple linear regression (slr) and biases which exist within the system. biases are unexplained terms which influence the predictions and account for the missing parameters, not accounted for due to some error. if we account for all parameters then the prediction curve (or straight line) should pass from the origin. we then looked at point predictions, the confidence intervals and how their size affects the confidence percentage. following this and from the scatter plot, we saw the different types of error terms which can be formed, like the use of sum of modulus or sum of squares, spheres of influence and which one is more suitable. further we tried to calculate the formulae for the different parameters, basically their closed forms, and how it is not always possible to calculate them, in multivariate case.",1,31.412066,-12.455695,16.21802,3.8803225,"population, models, estimating"
406,"today we studied logtistic regression. we have to maximise the likelihood function which is similiar to the error function in linear regression. since products are hard to work with we use the natural logarithm of the products instead. we studied about the condusion matrix.
accuracy is tp+tn/total. precession is number of detected correctly/total.",today we studied logtistic regression. we have to maximise the likelihood function which is similiar to the error function in linear regression. since products are hard to work with we use the natural logarithm of the products instead. we studied about the condusion matrix. accuracy is tp+tn/total. precession is number of detected correctly/total.,2,17.240946,10.721795,12.44105,4.1854367,"regression, regressions, features"
407,"today we saw how a neural network shows decision boundaries for datasets with the aid of playground.tensorflow.org. and i was able to take key performance metrics such as precision, accuracy, recall, and f1-score under consideration. true positive and false positive rates were elaborated on. where the true positive rate (sense) is derived from the formula tp/(tp + fn) and that of the false positive trend is fp/(fp + tn). in turn, accuracy basically evaluates the proportion between true-positive and true-negative cases against the total number of predictions made. on top of that, i computed a classifier using positive and negative distributions tagged differently that accounted for the likelihood of misclassification within the regions where those two distributions overlap. the evaluation of classifier effectiveness using the roc curve: the steeper the curve, the better the classifier; a 45-degree line indicates random guessing. the area under the curve-auc-was also mentioned: that the closer to 1 the auc is, the better the classifier, while an auc of 0.5 indicates no meaningful discrimination against the class. the precision rate was defined as the ratio between correctly classified instances of a class and the total instances predicted as that class, while the recall gives the ratio between correctly classified instances of a class and the total actual instances of that class. besides, going to be opened concerning unsupervised learning, where labeled data are not required; hence, the function y = f(x)- where y need not be presented. in this area, there are clustering methods such as k-means clustering, hierarchical clustering, cluster items without any label, and any without any target labels.","today we saw how a neural network shows decision boundaries for datasets with the aid of playground.tensorflow.org. and i was able to take key performance metrics such as precision, accuracy, recall, and f1-score under consideration. true positive and false positive rates were elaborated on. where the true positive rate (sense) is derived from the formula tp/(tp + fn) and that of the false positive trend is fp/(fp + tn). in turn, accuracy basically evaluates the proportion between true-positive and true-negative cases against the total number of predictions made. on top of that, i computed a classifier using positive and negative distributions tagged differently that accounted for the likelihood of misclassification within the regions where those two distributions overlap. the evaluation of classifier effectiveness using the roc curve: the steeper the curve, the better the classifier; a 45-degree line indicates random guessing. the area under the curve-auc-was also mentioned: that the closer to 1 the auc is, the better the classifier, while an auc of 0.5 indicates no meaningful discrimination against the class. the precision rate was defined as the ratio between correctly classified instances of a class and the total instances predicted as that class, while the recall gives the ratio between correctly classified instances of a class and the total actual instances of that class. besides, going to be opened concerning unsupervised learning, where labeled data are not required; hence, the function y = f(x)- where y need not be presented. in this area, there are clustering methods such as k-means clustering, hierarchical clustering, cluster items without any label, and any without any target labels.",8,0.5265428,-21.021,6.8937054,0.5094369,"classification, clusterings, classifying"
408,"sir started with exploratory data analysis. sir explained them with the example of the session summary we have been uploading. in there data there were length of character in response submitted by each, average length of summary submitted. pivot table- a tool which helps us analyse and summarise data of a column. we get different values computed for a given column of data such as mean max min std dev and other such statistics. this initially gives us some inferences about data which we can use to further process the data.  linear regression is not valid beyond training data. doing exploratory data analysis gives us ideas on what to focus on. statistical summaries, varies kinds of plots can be created using plots. sir then showed how to analyse data of a chemical plant. we have 250 columns and we have to understand nature of these columns. the data has certain parameters at which the plant operates. edge computing- analysis data when we acquire data. sensors getting more advanced that the they acquire and analyse data and give us kind of summary. the pivot table automatically identifies columns like date and time. when we see min and max of data we will find blank or outliers or erroneous data, anomalies. by using this we can remove such data. we can use box plot or scatter plot to identify outliers. in the report of this data analysis, we will give some basic definitions of some metrics, plots and inferences. iqr=q3-q1(75 percentile-25 percentile). outliers will be =q1-1.5*iqr and =q3+1.5*iqr. the factor of 1.5 can be changed as per our requirement. some times we can identify a boundary between outliers and other data based on plots. in some cases the mathematical boundary may not be suitable. so we have to choose accordingly. while plotting we selectively pick some parameters and them analyse them from plots. based on the plots or data we need to ask questions about possible how the data is generated or what process behind that parameter. we can identify relationship between variables, and we can combine them together. we have to ask questions about data and add those into our data. when we get data we will get incorrect incomplete data. we have to attribute why such an error has arises. then tas gave us feedback on e2 assignment. sir then said the importance of documentation.","sir started with exploratory data analysis. sir explained them with the example of the session summary we have been uploading. in there data there were length of character in response submitted by each, average length of summary submitted. pivot table- a tool which helps us analyse and summarise data of a column. we get different values computed for a given column of data such as mean max min std dev and other such statistics. this initially gives us some inferences about data which we can use to further process the data. linear regression is not valid beyond training data. doing exploratory data analysis gives us ideas on what to focus on. statistical summaries, varies kinds of plots can be created using plots. sir then showed how to analyse data of a chemical plant. we have 250 columns and we have to understand nature of these columns. the data has certain parameters at which the plant operates. edge computing- analysis data when we acquire data. sensors getting more advanced that the they acquire and analyse data and give us kind of summary. the pivot table automatically identifies columns like date and time. when we see min and max of data we will find blank or outliers or erroneous data, anomalies. by using this we can remove such data. we can use box plot or scatter plot to identify outliers. in the report of this data analysis, we will give some basic definitions of some metrics, plots and inferences. iqr=q3-q1(75 percentile-25 percentile). outliers will be =q1-1.5*iqr and =q3+1.5*iqr. the factor of 1.5 can be changed as per our requirement. some times we can identify a boundary between outliers and other data based on plots. in some cases the mathematical boundary may not be suitable. so we have to choose accordingly. while plotting we selectively pick some parameters and them analyse them from plots. based on the plots or data we need to ask questions about possible how the data is generated or what process behind that parameter. we can identify relationship between variables, and we can combine them together. we have to ask questions about data and add those into our data. when we get data we will get incorrect incomplete data. we have to attribute why such an error has arises. then tas gave us feedback on e2 assignment. sir then said the importance of documentation.",9,-10.787537,23.608389,8.030954,10.150037,"dataâ, analyse, analyses"
409,we discussed mid sem exam and assignment 3 and later we discussed some problems in data.,we discussed mid sem exam and assignment 3 and later we discussed some problems in data.,6,-4.58692,20.580606,8.333061,9.493719,"summarizing, summarize, summarization"
410,"summary of today's lecture: histograms help visualize data distribution; mismatched error histograms indicate poor model fit. in excel, linear regression was performed using a csv file, with scatterplots showing random errors and a uniform error distribution in the histogram. statistical concepts covered include sst (total variation), ssr (explained variation), and sse (unexplained variation). râ² measures model fit, while the correlation coefficient (r) indicates relationship strength. confidence intervals were derived from regression coefficients, with sample means forming a normal distribution. the session also covered râ², 95% confidence intervals, and positive/negative correlations, emphasizing practical application in excel.","summary of today's lecture: histograms help visualize data distribution; mismatched error histograms indicate poor model fit. in excel, linear regression was performed using a csv file, with scatterplots showing random errors and a uniform error distribution in the histogram. statistical concepts covered include sst (total variation), ssr (explained variation), and sse (unexplained variation). r measures model fit, while the correlation coefficient (r) indicates relationship strength. confidence intervals were derived from regression coefficients, with sample means forming a normal distribution. the session also covered r , 95% confidence intervals, and positive/negative correlations, emphasizing practical application in excel.",5,22.452213,-7.04528,14.439644,4.6487594,"regression, statistical, statistics"
411,"feature encoding converts categorical and textual data into numerical form for machine learning. one-hot encoding is common for multiclass and multilabel problems but can cause the curse of dimensionality. label encoding assigns unique integers, while integer encoding is used for ordered categories.

binary encoding reduces dimensionality by converting categories into binary formâ€”three columns can represent eight categories. frequency encoding replaces categories with their occurrence rates, while target encoding assigns the mean target value to each category.

lastly, vectorization techniques like tf-idf, bag-of-words, and word embeddings convert text into numbers for nlp tasks.","feature encoding converts categorical and textual data into numerical form for machine learning. one-hot encoding is common for multiclass and multilabel problems but can cause the curse of dimensionality. label encoding assigns unique integers, while integer encoding is used for ordered categories. binary encoding reduces dimensionality by converting categories into binary form three columns can represent eight categories. frequency encoding replaces categories with their occurrence rates, while target encoding assigns the mean target value to each category. lastly, vectorization techniques like tf-idf, bag-of-words, and word embeddings convert text into numbers for nlp tasks.",3,-41.859657,3.9418237,0.017876664,6.265567,"categorical, categorization, categorise"
